"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"9426","xxx","beijing","2013","middle","0","34","0","20","46","4583","847","988","1308","557359"
"9427","xxx","shanghai","2010","small","0","53.9","34.2","11.9","0","3113","463","156","861","74938"
"9428","xxx","hebei","2020","middle","0","6.2","0","93.8","0","4034","765","863","994","249719"
"9429","xxx","shanghai","2013","middle","0","27.1","59.1","13.8","0","5997","980","700","561","582642"
"9430","xxx","beijing","2011","small","20.9","0.2","28.2","50.7","0","1155","112","147","242","246639"
"9431","xxx","beijing","2015","small","0","6.5","78.1","0","15.4","2039","103","158","487","140833"
"9432","xxx","tianjin","2018","small","0","32.3","0","23.8","43.9","558","436","177","975","152368"
"9433","xxx","shanghai","2011","middle","35.7","0","41.5","22.8","0","5478","932","760","655","443064"
"9434","xxx","beijing","2011","small","0","0","64.1","0","35.9","3145","351","100","308","278693"
"9435","xxx","beijing","2021","small","62.6","37.4","0","0","0","749","198","219","515","204661"
"9436","xxx","shandong","2018","middle","20.9","46.4","0","0","32.7","4642","911","931","1191","448903"
"9437","xxx","hebei","2010","small","56.3","0","43.7","0","0","3412","467","288","693","172665"
"9438","xxx","shanghai","2011","small","30.5","10","8.9","50.7","0","606","339","214","827","86420"
"9439","xxx","hebei","2014","small","17.5","31.8","28.7","0","22","2976","138","232","915","215580"
"9440","xxx","shanghai","2017","small","0","0","0","0","100","1571","458","230","471","227796"
"9441","xxx","hebei","2012","middle","17.2","55.5","0","27.3","0","4282","893","728","711","201281"
"9442","xxx","shanghai","2017","small","13.8","76","0","10.2","0","2912","365","115","434","248094"
"9443","xxx","tianjin","2014","middle","0","0","34.2","0","65.8","3717","897","898","815","347535"
"9444","xxx","beijing","2019","middle","0","0","0","0","100","5725","907","645","1302","301188"
"9445","xxx","shanghai","2017","small","7.5","0","0","92.5","0","570","239","189","788","55914"
"9446","xxx","beijing","2013","small","0","37.7","3.9","0","58.4","3195","189","274","954","187153"
"9447","xxx","beijing","2014","small","34.8","31.3","14.6","0","19.4","2030","155","156","748","73818"
"9448","xxx","beijing","2016","small","29.2","31.2","28.8","0","10.8","2036","106","123","278","249520"
"9449","xxx","hebei","2016","middle","32","6.9","0","49.8","11.3","4866","755","905","943","355871"
"9450","xxx","beijing","2010","middle","89.2","0","10.8","0","0","5400","705","876","1471","433080"
"9451","xxx","shandong","2016","middle","0","0","100","0","0","5439","996","790","662","590847"
"9452","xxx","hebei","2019","middle","0","0","100","0","0","3224","903","665","751","201673"
"9453","xxx","shandong","2016","small","100","0","0","0","0","729","172","215","461","66107"
"9454","xxx","beijing","2013","middle","0","0","0","0","100","4657","789","935","518","313763"
"9455","xxx","shandong","2021","small","0","0","93.4","0","6.6","3405","220","208","878","185915"
"9456","xxx","shandong","2017","middle","0","9.5","49.1","33.2","8.1","4955","719","894","1123","318606"
"9457","xxx","shanghai","2014","small","0","48.5","4.9","0","46.6","2922","353","193","367","178881"
"9458","xxx","hebei","2010","small","61.4","0","0","38.6","0","3681","235","224","575","180851"
"9459","xxx","hebei","2017","middle","43.4","0","5.6","0","51","4994","926","868","619","253131"
"9460","xxx","shanghai","2013","small","0","0","0","100","0","1366","179","145","813","217735"
"9461","xxx","hebei","2021","middle","0","40.6","0","45.8","13.6","4388","725","887","924","585215"
"9462","xxx","tianjin","2019","middle","0","0","43.8","1.8","54.4","3104","970","647","789","390395"
"9463","xxx","tianjin","2019","middle","0","43.6","0","20.8","35.5","4030","830","892","510","205045"
"9464","xxx","tianjin","2016","middle","68","3.1","0","29","0","4943","995","664","1150","215573"
"9465","xxx","beijing","2015","small","0","11","47.7","37.1","4.2","2765","254","228","899","271696"
"9466","xxx","shandong","2016","small","34.5","14.9","38.3","0","12.3","3802","281","215","767","272191"
"9467","xxx","hebei","2019","middle","43.1","0","0","17.8","39.2","3474","917","729","772","320090"
"9468","xxx","shanghai","2010","small","34.1","0","0","59.1","6.8","3285","183","286","293","133226"
"9469","xxx","tianjin","2019","middle","0","19.5","80.5","0","0","5019","823","979","1277","511055"
"9470","xxx","shandong","2011","middle","0","24.9","31.3","25.2","18.5","3744","968","899","606","400465"
"9471","xxx","hebei","2021","middle","36.3","0","0","49.8","13.9","4405","737","844","1261","236659"
"9472","xxx","shandong","2020","middle","0","0","76.3","23.7","0","5365","970","974","1422","565253"
"9473","xxx","shandong","2018","small","8","11.5","0","64","16.5","1311","171","291","359","288899"
"9474","xxx","hebei","2014","small","0","10.9","41.5","34.5","13.1","1336","386","235","276","69932"
"9475","xxx","shanghai","2018","middle","0","18.4","0","81.6","0","5966","742","940","778","213550"
"9476","xxx","shanghai","2017","small","0","47.9","0","52.1","0","2433","428","150","907","197756"
"9477","xxx","beijing","2020","small","30.9","5.6","63.5","0","0","1093","253","107","512","141353"
"9478","xxx","shanghai","2013","middle","36.2","0","23.8","32.4","7.6","4292","952","760","932","589854"
"9479","xxx","tianjin","2010","middle","0","62.5","34.7","0","2.9","5623","861","797","504","466207"
"9480","xxx","beijing","2014","small","58.4","41.6","0","0","0","3093","214","139","606","134754"
"9481","xxx","shanghai","2017","middle","0","0","87.4","0","12.6","5164","705","635","1091","493585"
"9482","xxx","beijing","2018","small","22.9","35.3","41.8","0","0","1654","356","214","552","137296"
"9483","xxx","hebei","2020","small","0","0","64","18.3","17.7","3952","367","216","940","153327"
"9484","xxx","shanghai","2019","middle","4.8","7.5","87.7","0","0","4619","819","668","1331","318494"
"9485","xxx","tianjin","2010","small","46","0","0","0","54","3276","470","202","950","166579"
"9486","xxx","beijing","2019","middle","0","0","0","30.1","69.9","5726","711","734","620","343218"
"9487","xxx","beijing","2019","middle","0","52.1","23.7","0","24.3","3691","789","853","734","400033"
"9488","xxx","beijing","2011","small","23.9","0","49.3","0","26.7","1724","277","260","876","121467"
"9489","xxx","beijing","2010","middle","4.2","40.1","55.7","0","0","3012","929","807","1410","276822"
"9490","xxx","beijing","2016","small","16.1","24.1","0","19.6","40.3","717","402","244","928","216641"
"9491","xxx","tianjin","2017","middle","13.8","4.3","0","31.3","50.6","5829","932","834","608","325383"
"9492","xxx","tianjin","2019","small","46.3","0","0","34.3","19.4","2648","230","215","516","266209"
"9493","xxx","tianjin","2019","small","0","0","72.8","0","27.2","3730","327","116","323","182696"
"9494","xxx","hebei","2021","middle","0","100","0","0","0","5144","942","635","660","568290"
"9495","xxx","shandong","2015","middle","0","0","100","0","0","3339","770","967","750","210872"
"9496","xxx","beijing","2018","small","0","29.2","24.3","30.5","16.1","1760","369","161","412","141722"
"9497","xxx","shanghai","2015","middle","0","23.1","0","0","76.9","4147","862","712","1480","498219"
"9498","xxx","shanghai","2020","small","100","0","0","0","0","1260","204","249","745","82161"
"9499","xxx","hebei","2010","middle","0","88.5","11.5","0","0","3443","983","983","795","542025"
"9500","xxx","tianjin","2016","middle","1.5","62.8","7.3","0","28.4","3895","964","776","634","412545"
"9501","xxx","shanghai","2011","small","0","25.9","0","74.1","0","2924","117","140","921","101124"
"9502","xxx","tianjin","2012","middle","29","0","0","71","0","4395","998","879","1297","463065"
"9503","xxx","tianjin","2017","small","19.5","80.5","0","0","0","3939","223","260","419","236156"
"9504","xxx","shanghai","2010","middle","0","0","0","72.3","27.7","4746","800","802","1230","519919"
"9505","xxx","hebei","2012","small","0","51.4","0","43.7","4.9","2269","230","296","470","81189"
"9506","xxx","hebei","2020","small","0","0","97.8","2.2","0","902","381","101","522","167299"
"9507","xxx","shanghai","2015","middle","39.2","19.9","0","0","40.9","3654","732","873","1359","586171"
"9508","xxx","tianjin","2021","small","0","0","17.5","82.5","0","3439","304","256","348","283810"
"9509","xxx","tianjin","2011","small","0","100","0","0","0","3699","189","148","830","125922"
"9510","xxx","shandong","2011","small","0","0","0","0","100","1975","342","170","513","281972"
"9511","xxx","shandong","2021","small","0","100","0","0","0","2784","417","254","389","245832"
"9512","xxx","shandong","2015","middle","7.2","38.2","25.5","0","29.1","3788","775","851","944","215455"
"9513","xxx","shanghai","2017","small","8.5","17.9","41.3","0","32.3","2028","196","114","699","257446"
"9514","xxx","hebei","2019","middle","26","7.4","51.2","0","15.4","3849","890","892","659","366103"
"9515","xxx","tianjin","2014","middle","0","0","78.8","21.2","0","4973","900","690","1083","574467"
"9516","xxx","hebei","2012","middle","0","0","0","51.4","48.6","5893","704","770","1357","284780"
"9517","xxx","beijing","2020","middle","0","38.5","0","2","59.5","5897","798","983","1064","327485"
"9518","xxx","shanghai","2017","middle","5.2","0","10.6","13","71.2","5645","730","660","1049","274304"
"9519","xxx","hebei","2021","middle","0","0","0","0","100","4599","921","878","557","210727"
"9520","xxx","shandong","2021","small","0","97.7","0","2.3","0","1975","473","249","329","64748"
"9521","xxx","hebei","2016","middle","0","0","0","2.8","97.2","5903","808","655","687","210311"
"9522","xxx","tianjin","2018","small","0","11.9","0","17.2","70.9","3929","141","236","622","234459"
"9523","xxx","tianjin","2019","middle","0","55.9","44.1","0","0","5467","897","675","599","506073"
"9524","xxx","hebei","2019","middle","0","17.1","33.3","49.6","0","3665","776","826","1111","577970"
"9525","xxx","beijing","2020","middle","43.4","0","0","13","43.6","4599","714","957","1094","410696"
"9526","xxx","shanghai","2011","small","0","73.6","0","0","26.4","3420","447","284","365","130136"
"9527","xxx","beijing","2014","middle","21.4","0","60.4","0","18.1","3974","770","890","647","547176"
"9528","xxx","shandong","2011","small","0.9","13.1","0","86.1","0","3699","389","299","928","222685"
"9529","xxx","shandong","2019","small","17.8","24.9","25.4","17.9","14","1600","178","202","410","116309"
"9530","xxx","beijing","2013","middle","14.4","12.4","32.6","40.6","0","3587","848","797","1280","263581"
"9531","xxx","hebei","2013","middle","24.6","22.4","53","0","0","3691","768","688","921","222749"
"9532","xxx","beijing","2016","middle","15.3","32.6","29.8","0","22.2","4684","737","973","1248","529523"
"9533","xxx","hebei","2010","small","51.3","0","30","0","18.7","2884","431","176","880","168671"
"9534","xxx","shandong","2017","small","0","0","53.7","0","46.3","3422","486","216","874","64573"
"9535","xxx","tianjin","2018","small","0","0","100","0","0","3701","282","150","304","180664"
"9536","xxx","shandong","2015","small","0","5.2","0","94.8","0","1087","268","149","347","99115"
"9537","xxx","hebei","2016","middle","0","0","90.6","9.4","0","4795","862","862","803","467220"
"9538","xxx","tianjin","2011","small","0","0","13.8","64.8","21.4","763","337","108","877","170643"
"9539","xxx","beijing","2020","small","55.1","0","0","44.9","0","1819","360","289","522","247297"
"9540","xxx","shanghai","2020","small","0","10.8","0","34.2","55","1257","156","296","661","161670"
"9541","xxx","tianjin","2012","small","0","100","0","0","0","3391","434","279","886","286556"
"9542","xxx","shandong","2019","small","0","18.2","81.8","0","0","2864","126","127","490","59849"
"9543","xxx","shandong","2019","middle","2.1","0","56.4","0","41.6","3568","947","765","722","226194"
"9544","xxx","shanghai","2012","middle","51.6","0","0","48.4","0","4927","706","644","614","558916"
"9545","xxx","tianjin","2015","middle","0","0","0","33.3","66.7","5344","947","889","935","383659"
"9546","xxx","hebei","2012","middle","0","100","0","0","0","5376","970","814","1049","255133"
"9547","xxx","hebei","2012","middle","36.3","12.8","0","16.7","34.2","3692","918","816","1191","370357"
"9548","xxx","hebei","2021","middle","0","34","61.9","0","4.1","4479","763","652","1387","266584"
"9549","xxx","hebei","2010","middle","0","0","0","0","0","5798","808","777","1367","438913"
"9550","xxx","beijing","2019","small","0","0","16.8","25.1","58.2","3613","166","232","456","122026"
"9551","xxx","shandong","2013","middle","0","0","0","8.3","91.7","5698","875","970","745","481386"
"9552","xxx","tianjin","2017","middle","34.7","0","54.5","10.8","0","5510","713","866","1360","531288"
"9553","xxx","beijing","2016","middle","0","0","51.9","48.1","0","4131","767","876","910","383648"
"9554","xxx","tianjin","2010","small","0","0","0","0","100","3229","209","108","835","212078"
"9555","xxx","tianjin","2017","small","0","0","65.4","34.6","0","2723","264","145","300","248662"
"9556","xxx","shanghai","2020","middle","49.7","6.9","1.9","37.2","4.2","5074","786","798","818","239288"
"9557","xxx","shanghai","2018","middle","0","0","0","0","0","5721","904","643","572","383837"
"9558","xxx","hebei","2016","small","0","93.2","6.8","0","0","775","162","151","747","182922"
"9559","xxx","shanghai","2010","small","45.3","38.4","5.3","11","0","1843","174","147","822","68699"
"9560","xxx","hebei","2020","small","0","0","0","0","0","2221","256","226","632","265717"
"9561","xxx","beijing","2010","middle","0","0","0","100","0","3168","880","922","1090","302713"
"9562","xxx","shanghai","2010","small","0","27.1","0","20.3","52.6","2391","240","179","508","191090"
"9563","xxx","shandong","2017","middle","0","0","81.7","0","18.3","5471","764","967","1420","535293"
"9564","xxx","tianjin","2020","small","32.9","34.4","13.5","10.5","8.7","2700","271","161","219","147168"
"9565","xxx","shanghai","2012","small","0","100","0","0","0","2309","453","275","290","187102"
"9566","xxx","hebei","2020","small","39.1","0","45.7","15.2","0","558","447","233","296","132305"
"9567","xxx","tianjin","2011","middle","30.8","0","60.5","8.7","0","3183","992","882","1373","489539"
"9568","xxx","shanghai","2011","small","0","0","100","0","0","3204","482","115","979","127599"
"9569","xxx","beijing","2015","small","56.2","17.7","8.9","0","17.2","555","217","142","365","70902"
"9570","xxx","shanghai","2015","middle","0","44.4","16.8","0","38.8","3766","879","938","1055","301591"
"9571","xxx","tianjin","2019","small","0","65","35","0","0","1020","177","255","717","194480"
"9572","xxx","beijing","2019","middle","37.5","19.8","10.9","27.9","4","5437","844","712","844","369263"
"9573","xxx","shanghai","2011","middle","20.4","22.9","48.7","0","7.9","3478","957","600","655","520011"
"9574","xxx","tianjin","2016","small","29.2","46.1","24.7","0","0","1212","450","150","306","70025"
"9575","xxx","shandong","2015","big","53.4","46.6","0","0","0","5472","531","610","1661","1141457"
"9576","xxx","shanghai","2019","small","0","0","0","0","0","1836","403","110","274","205382"
"9577","xxx","shandong","2019","middle","42.2","21.1","36.7","0","0","5399","794","680","1231","506402"
"9578","xxx","shandong","2017","small","0","19.1","80.9","0","0","1639","130","262","700","283718"
"9579","xxx","beijing","2019","small","36.9","16.9","10.7","35.5","0","874","334","117","552","264380"
"9580","xxx","beijing","2012","small","2.8","0","0","0.1","97.1","3722","342","167","261","135599"
"9581","xxx","shandong","2020","small","74.3","18.6","0","2.9","4.3","3557","411","196","927","185579"
"9582","xxx","shanghai","2015","small","100","0","0","0","0","1374","417","182","207","248667"
"9583","xxx","shanghai","2021","small","0","61.7","3.6","34.8","0","3816","145","133","606","205088"
"9584","xxx","shanghai","2016","small","22.2","34.9","11","0","31.9","938","297","287","645","115297"
"9585","xxx","shandong","2015","middle","70.1","7.3","0","16.5","6","4679","753","887","1217","407439"
"9586","xxx","tianjin","2014","middle","0","100","0","0","0","5750","872","657","1439","465436"
"9587","xxx","tianjin","2020","middle","0","37.8","5.7","0","56.5","3445","971","945","998","439662"
"9588","xxx","hebei","2018","middle","100","0","0","0","0","4742","896","913","769","318790"
"9589","xxx","shandong","2017","middle","0","22.7","13","64.3","0","4256","937","992","1182","337619"
"9590","xxx","shandong","2017","small","23.3","17.1","0","7.9","51.7","1499","198","288","999","234132"
"9591","xxx","beijing","2015","small","11.8","20.9","0","23.2","44.1","1118","268","212","771","146743"
"9592","xxx","tianjin","2011","small","4.8","0","95.2","0","0","3023","187","226","727","248325"
"9593","xxx","shanghai","2010","small","0","3.3","96.7","0","0","1152","448","200","877","264048"
"9594","xxx","shanghai","2014","small","14.2","21.1","62.8","2","0","1513","214","223","742","116632"
"9595","xxx","hebei","2021","small","0","61.9","13.2","24.9","0","2303","473","135","888","113512"
"9596","xxx","beijing","2017","middle","0","0","3.1","0","96.9","5425","763","822","800","244622"
"9597","xxx","beijing","2010","middle","52.9","0","42.7","0.1","4.3","5766","798","707","1354","572559"
"9598","xxx","hebei","2019","small","0","0","62.7","31.9","5.4","2453","360","123","925","235129"
"9599","xxx","tianjin","2011","middle","0","18.1","0","81.9","0","5097","820","993","655","587341"
"9600","xxx","shanghai","2012","middle","0","22.1","46.6","31.3","0","4711","886","850","1278","249442"
"9601","xxx","shandong","2019","small","17.2","0","24.9","9.2","48.7","2401","449","161","622","93387"
"9602","xxx","tianjin","2012","small","0","0.3","0","99.7","0","2554","268","245","560","186042"
"9603","xxx","beijing","2021","small","48.6","0","6.9","0","44.5","1698","276","274","956","196983"
"9604","xxx","shanghai","2010","middle","27.1","17.5","55.4","0","0","4617","886","872","858","563700"
"9605","xxx","hebei","2010","small","57.6","42.4","0","0","0","2021","288","219","568","158461"
"9606","xxx","beijing","2014","small","22.5","0","0","0","77.5","1494","172","215","477","120074"
"9607","xxx","hebei","2019","middle","0.5","27","23.7","0.6","48.2","3492","830","787","619","201724"
"9608","xxx","tianjin","2012","small","10.8","0","0","89.2","0","2957","144","130","963","151572"
"9609","xxx","shandong","2019","middle","52","45.9","0","0","2.1","5340","769","684","1159","430806"
"9610","xxx","hebei","2021","small","14.1","45.1","0","34.7","6.1","2707","325","213","466","111222"
"9611","xxx","shandong","2017","small","44.1","26","0","17.7","12.2","1890","155","191","424","266603"
"9612","xxx","shanghai","2012","small","41","8.4","0","0","50.6","1239","406","186","627","56411"
"9613","xxx","tianjin","2015","middle","61.5","0","10.7","27.8","0","4538","734","742","1287","528136"
"9614","xxx","tianjin","2020","small","0","26.3","10.4","0","63.3","789","392","221","439","94757"
"9615","xxx","shandong","2018","small","20.4","24","0","55.6","0","3707","155","250","591","218874"
"9616","xxx","hebei","2015","small","0","49.7","15.1","28.1","7","1222","198","139","238","281666"
"9617","xxx","beijing","2021","middle","0","0","0","0","100","5807","743","649","1492","539028"
"9618","xxx","shandong","2018","small","12.2","12.7","15","0","60","2836","101","118","977","104759"
"9619","xxx","shanghai","2020","middle","0","13.2","0","23.5","63.3","3695","943","823","942","315843"
"9620","xxx","shandong","2010","small","55.2","38.4","6.3","0","0","621","130","117","484","185748"
"9621","xxx","hebei","2012","middle","0","0","0","0","100","5302","716","831","933","284928"
"9622","xxx","shandong","2019","middle","89.3","0","10.7","0","0","5953","873","760","578","289266"
"9623","xxx","shanghai","2021","small","0","0","0","64.1","35.9","3007","137","146","705","196909"
"9624","xxx","shandong","2019","small","0","9.7","90.3","0","0","2073","157","210","702","127595"
"9625","xxx","shandong","2010","small","0","99.4","0.6","0","0","2540","443","212","487","217555"
"9626","xxx","hebei","2014","middle","34.3","15.3","0","23.4","27","4501","868","847","867","289618"
"9627","xxx","shanghai","2016","middle","0","51.8","0","15.8","32.4","5436","982","827","1018","536549"
"9628","xxx","shandong","2011","middle","0","22.8","0","30.2","47","5712","766","877","692","536083"
"9629","xxx","tianjin","2018","middle","36.6","0","63.4","0","0","3840","948","903","1268","472209"
"9630","xxx","shandong","2021","middle","12.9","10.9","0","39.7","36.5","3818","722","708","1342","265457"
"9631","xxx","shanghai","2014","middle","3.7","67.3","0","29","0","3022","942","972","1295","474058"
"9632","xxx","tianjin","2020","middle","0","51.9","0","48.1","0","4297","739","771","941","540366"
"9633","xxx","hebei","2017","middle","0","40","43.2","0","16.8","5297","797","904","1029","371754"
"9634","xxx","hebei","2019","small","0","0","0","35","65","2344","306","229","922","173913"
"9635","xxx","shandong","2018","small","0","0","0","0","100","1136","469","147","255","288889"
"9636","xxx","beijing","2015","middle","0","100","0","0","0","3258","962","618","733","463486"
"9637","xxx","shanghai","2016","small","0","14.8","15.7","12.1","57.4","1678","150","117","776","158737"
"9638","xxx","hebei","2012","small","0","57.9","0","42.1","0","1894","138","281","715","132012"
"9639","xxx","beijing","2018","middle","28.1","18.9","0","31.6","21.4","5607","755","938","931","329639"
"9640","xxx","shanghai","2013","middle","35.1","11.5","31.6","21.7","0","4304","951","935","1432","213568"
"9641","xxx","beijing","2013","middle","0","18","58.1","16.6","7.3","3888","858","889","787","489706"
"9642","xxx","shanghai","2012","small","0","0","0","100","0","3615","356","169","219","241728"
"9643","xxx","shandong","2018","middle","10.8","6.6","0","82.6","0","4951","936","635","808","396222"
"9644","xxx","beijing","2013","small","13.7","0","86.3","0","0","865","495","288","938","119628"
"9645","xxx","shandong","2018","small","100","0","0","0","0","1641","279","102","598","270580"
"9646","xxx","beijing","2012","middle","26.9","0","45.3","27.8","0","3932","851","843","789","305592"
"9647","xxx","beijing","2016","middle","0","0","0","40.5","59.5","4670","779","935","590","302830"
"9648","xxx","shandong","2010","small","55","6.3","20.8","0","17.9","2586","290","182","355","115447"
"9649","xxx","hebei","2016","small","37.3","4.7","58.1","0","0","3586","282","293","872","162437"
"9650","xxx","tianjin","2020","middle","20.9","0.8","33","0","45.2","3608","721","988","1193","483536"
"9651","xxx","hebei","2020","middle","42.7","30.5","0","26.7","0","3976","755","723","1034","574455"
"9652","xxx","shandong","2020","small","27.9","0","0","0","72.1","2603","344","242","763","99799"
"9653","xxx","shandong","2016","middle","0","82.4","0","0","17.6","4080","922","747","549","525976"
"9654","xxx","shanghai","2012","small","0","0","28.9","71.1","0","3985","424","251","671","290908"
"9655","xxx","hebei","2011","small","0","0","0","84.7","15.3","1942","152","183","376","166639"
"9656","xxx","tianjin","2010","small","0","36.9","0","63.1","0","1559","343","130","423","265246"
"9657","xxx","hebei","2010","small","53.7","0","28.1","15.6","2.6","3703","133","111","816","225657"
"9658","xxx","shanghai","2010","middle","0","0","0","0","100","5400","897","688","1058","424675"
"9659","xxx","tianjin","2017","middle","86","0","14","0","0","4678","774","999","784","314481"
"9660","xxx","shanghai","2020","small","16.6","33.7","49.7","0","0","2231","249","287","563","143576"
"9661","xxx","shanghai","2019","small","0","68.3","31.7","0","0","2383","394","249","733","193464"
"9662","xxx","shandong","2012","middle","2.7","38","0","27.9","31.4","4965","829","902","929","444377"
"9663","xxx","shanghai","2012","small","86.9","0","0","13.1","0","3047","196","239","452","175100"
"9664","xxx","tianjin","2018","middle","33.9","8.3","11.4","0","46.3","3803","897","646","848","510418"
"9665","xxx","shanghai","2013","small","100","0","0","0","0","1663","228","162","605","124483"
"9666","xxx","hebei","2019","small","0","0","0","0","0","2026","196","165","507","55715"
"9667","xxx","beijing","2010","small","29.9","0","0","70.1","0","1024","182","145","403","80172"
"9668","xxx","tianjin","2014","middle","27","7.3","38.1","27.6","0","5777","865","818","847","374340"
"9669","xxx","shandong","2016","big","0","14.9","0","40.6","44.6","7747","506","746","1242","2598168"
"9670","xxx","hebei","2013","middle","0","21.7","0","78.3","0","3310","753","808","1197","400875"
"9671","xxx","shandong","2019","middle","0","0","0","0","0","3933","727","759","772","202720"
"9672","xxx","hebei","2012","middle","33.5","2.6","37","0","26.9","5306","854","828","1292","312521"
"9673","xxx","shandong","2011","middle","0","0","7.9","92.1","0","5967","706","651","1002","343260"
"9674","xxx","shandong","2010","small","0","13.9","68.6","0","17.5","1065","401","272","509","273591"
"9675","xxx","beijing","2020","small","40.9","0","59.1","0","0","1912","249","218","865","74533"
"9676","xxx","beijing","2019","small","0","0","0","100","0","3674","168","252","954","144114"
"9677","xxx","shandong","2020","small","0","16.6","0","0","83.4","2153","380","196","988","73622"
"9678","xxx","beijing","2014","middle","0","0","0","0","0","5641","961","610","1278","246655"
"9679","xxx","hebei","2019","middle","0","30.4","17.4","0","52.2","5458","808","954","895","561188"
"9680","xxx","beijing","2012","middle","93.2","0","0","0","6.8","3099","728","718","772","445830"
"9681","xxx","tianjin","2018","small","47.7","47.8","0","0","4.6","2619","220","238","912","63104"
"9682","xxx","shandong","2020","small","80.3","19.7","0","0","0","3955","391","160","237","168366"
"9683","xxx","tianjin","2013","small","18.5","0","13.5","68","0","994","383","175","485","139118"
"9684","xxx","beijing","2015","small","0","0","0","100","0","1246","499","164","713","122619"
"9685","xxx","beijing","2019","small","10.7","0","0","0","89.3","1748","126","119","353","127685"
"9686","xxx","tianjin","2020","small","0","0","0","100","0","3913","124","172","637","131786"
"9687","xxx","hebei","2011","small","0","0","0","0","100","1398","298","165","213","282926"
"9688","xxx","beijing","2010","small","0","0","100","0","0","3824","374","207","395","144112"
"9689","xxx","beijing","2017","small","16","17.5","9.6","53.8","3.1","3274","175","262","267","108636"
"9690","xxx","tianjin","2012","small","63","12.8","0","24.2","0","3860","130","167","297","113802"
"9691","xxx","shanghai","2021","middle","68.7","0","0","0","31.3","5839","739","646","874","406891"
"9692","xxx","hebei","2018","small","43.3","0","21.4","35.3","0","1647","213","118","498","114078"
"9693","xxx","shanghai","2021","small","82.5","0","0","0","17.5","3045","173","105","276","51374"
"9694","xxx","hebei","2011","middle","0","39","61","0","0","5733","882","840","1111","443339"
"9695","xxx","hebei","2019","middle","0","3.7","32.7","0.3","63.4","4772","967","907","500","366782"
"9696","xxx","shandong","2021","middle","0","0","100","0","0","5133","739","951","558","513984"
"9697","xxx","hebei","2019","small","12.3","0","8.1","49.4","30.2","2737","196","269","355","290619"
"9698","xxx","shanghai","2015","small","0","47.3","0","0","52.7","2149","100","138","801","69668"
"9699","xxx","shandong","2010","small","0","10","10.1","33.6","46.2","2031","492","291","326","246691"
"9700","xxx","tianjin","2013","small","0","0","73.8","26.2","0","2223","461","169","218","226107"
"9701","xxx","hebei","2017","middle","0","0","0","45.5","54.5","3008","926","917","578","436515"
"9702","xxx","beijing","2015","middle","11.4","38.8","0","49.8","0","3606","856","954","731","404950"
"9703","xxx","beijing","2013","small","0","15.8","37.7","0","46.5","2882","467","269","426","155943"
"9704","xxx","hebei","2020","small","0.8","99.2","0","0","0","933","417","266","476","168154"
"9705","xxx","shanghai","2010","middle","0","14.6","45.4","40","0","4479","987","843","656","218586"
"9706","xxx","shandong","2012","middle","73.1","26.9","0","0","0","4412","730","980","1488","248828"
"9707","xxx","shandong","2014","small","0","0","22.3","37.8","39.8","1297","379","210","336","297741"
"9708","xxx","beijing","2018","middle","54","37.5","0","0","8.5","5273","842","850","661","527246"
"9709","xxx","shanghai","2015","small","0","0","100","0","0","1235","395","181","700","241614"
"9710","xxx","hebei","2016","small","19.3","0","0","50.4","30.3","1941","447","129","222","147461"
"9711","xxx","shanghai","2021","small","0","23.8","36.6","5.9","33.6","2237","185","154","264","119789"
"9712","xxx","shanghai","2013","small","65.8","0","18.7","0","15.5","3847","478","135","681","74614"
"9713","xxx","shandong","2011","small","0","47.1","0","0","52.9","2446","498","145","250","134790"
"9714","xxx","shandong","2010","middle","100","0","0","0","0","5025","749","711","1211","548639"
"9715","xxx","shandong","2020","middle","0","0","0","0","100","5526","822","652","1102","598653"
"9716","xxx","beijing","2011","small","0","0","64.9","0","35.1","1223","118","257","887","52627"
"9717","xxx","hebei","2015","middle","0","0","0","100","0","4674","959","679","1133","308015"
"9718","xxx","shandong","2010","middle","93.9","6.1","0","0","0","5221","860","995","1411","261438"
"9719","xxx","beijing","2018","small","0","70.1","0","21.9","8","1454","487","126","527","140173"
"9720","xxx","tianjin","2014","small","0","0","65.2","0","34.8","3380","473","283","997","202871"
"9721","xxx","beijing","2013","small","0","0","0","100","0","1203","313","154","286","108075"
"9722","xxx","shanghai","2010","middle","0","0","0","57.8","42.2","4483","770","733","521","523085"
"9723","xxx","shanghai","2012","small","0","0","0","0","100","1482","245","111","892","173976"
"9724","xxx","shanghai","2016","middle","0","0","0","0","100","3364","954","790","1327","215326"
"9725","xxx","shanghai","2018","middle","41.8","17.5","0","15.7","25","3993","847","606","1470","226375"
"9726","xxx","beijing","2016","small","0","6.7","84.8","0","8.6","2946","337","159","562","98944"
"9727","xxx","beijing","2015","middle","0","36.3","0","63.7","0","3247","925","836","549","240934"
"9728","xxx","tianjin","2020","small","0","0","0","0","0","2449","123","108","206","283322"
"9729","xxx","hebei","2018","middle","0","0","60.9","0","39.1","5321","786","730","867","519446"
"9730","xxx","shandong","2012","middle","0","86","0","0","14","5016","729","644","1367","554876"
"9731","xxx","shandong","2013","small","0","81.7","0","18.3","0","3296","233","105","401","74063"
"9732","xxx","shandong","2016","small","0","28.8","0","0","71.2","3961","468","279","800","80133"
